city,temperature,weather_description,humidity,wind_speed,weather_datetime,region_id,region_name,carbon_intensity,carbon_forecast,carbon_average,generation_mix,carbon_datetime,latitude,longitude
Manchester,5.23,scattered clouds,87,0.45,2025-01-29 09:00:05,3,National,145,144,moderate,,2025-01-29T08:30Z,53.4809,-2.2374
Newcastle upon Tyne,3.12,few clouds,87,5.66,2025-01-29 09:00:06,4,National,145,144,moderate,,2025-01-29T08:30Z,54.9733,-1.614
Sheffield,5.51,clear sky,86,5.64,2025-01-29 08:58:58,5,National,145,144,moderate,,2025-01-29T08:30Z,53.383,-1.4659
Liverpool,5.55,scattered clouds,93,3.09,2025-01-29 09:04:06,6,National,145,144,moderate,,2025-01-29T08:30Z,53.4106,-2.9779
Cardiff,4.42,overcast clouds,93,1.54,2025-01-29 09:00:10,7,National,145,144,moderate,,2025-01-29T08:30Z,51.48,-3.18
Birmingham,3.84,clear sky,89,0.0,2025-01-29 09:03:59,8,National,145,144,moderate,,2025-01-29T08:30Z,52.4814,-1.8998
Nottingham,4.72,few clouds,90,6.69,2025-01-29 09:00:14,9,National,145,144,moderate,,2025-01-29T08:30Z,52.9536,-1.1505
Cambridge,2.09,overcast clouds,79,6.17,2025-01-29 09:01:14,10,National,145,144,moderate,,2025-01-29T08:30Z,52.2,0.1167
Bristol,-1.83,snow,64,3.09,2025-01-29 09:03:18,11,National,145,144,moderate,,2025-01-29T08:30Z,51.4552,-2.5967
Southampton,2.97,few clouds,93,0.0,2025-01-29 09:00:17,12,National,145,144,moderate,,2025-01-29T08:30Z,50.904,-1.4043
London,4.88,overcast clouds,92,3.09,2025-01-29 08:54:00,13,National,145,144,moderate,,2025-01-29T08:30Z,51.5085,-0.1257
Brighton,6.54,overcast clouds,92,0.45,2025-01-29 09:01:47,14,National,145,144,moderate,,2025-01-29T08:30Z,50.8284,-0.1395
Leeds,3.51,few clouds,86,6.69,2025-01-29 09:00:21,15,National,145,144,moderate,,2025-01-29T08:30Z,53.7964,-1.5477
Glasgow,3.0,broken clouds,81,1.54,2025-01-29 09:00:07,16,National,145,144,moderate,,2025-01-29T08:30Z,55.8652,-4.2576
Swansea,4.87,overcast clouds,95,3.58,2025-01-29 09:04:20,17,National,145,144,moderate,,2025-01-29T08:30Z,51.6208,-3.9432
Inverness,5.98,scattered clouds,80,5.66,2025-01-29 12:56:50,1,National,147,133,moderate,,2025-01-29T12:00Z,57.4791,-4.224
Edinburgh,6.33,few clouds,68,3.09,2025-01-29 12:55:38,2,National,147,133,moderate,,2025-01-29T12:00Z,55.9521,-3.1965
Manchester,7.8,few clouds,69,6.17,2025-01-29 12:45:14,3,National,147,133,moderate,,2025-01-29T12:00Z,53.4809,-2.2374
Newcastle upon Tyne,7.12,light rain,70,4.12,2025-01-29 12:53:23,4,National,147,133,moderate,,2025-01-29T12:00Z,54.9733,-1.614
Sheffield,7.21,overcast clouds,74,0.89,2025-01-29 12:56:21,5,National,147,133,moderate,,2025-01-29T12:00Z,53.383,-1.4659
Liverpool,7.47,scattered clouds,77,6.17,2025-01-29 12:56:57,6,National,147,133,moderate,,2025-01-29T12:00Z,53.4106,-2.9779
Cardiff,7.33,overcast clouds,92,3.09,2025-01-29 12:56:59,7,National,147,133,moderate,,2025-01-29T12:00Z,51.48,-3.18
Birmingham,5.09,overcast clouds,96,1.12,2025-01-29 12:44:44,8,National,147,133,moderate,,2025-01-29T12:00Z,52.4814,-1.8998
Nottingham,8.76,broken clouds,69,5.14,2025-01-29 12:53:44,9,National,147,133,moderate,,2025-01-29T12:00Z,52.9536,-1.1505
Cambridge,-1.23,overcast clouds,88,8.23,2025-01-29 12:57:03,10,National,147,133,moderate,,2025-01-29T12:00Z,52.2,0.1167
Bristol,2.26,broken clouds,76,5.32,2025-01-29 12:57:04,11,National,147,133,moderate,,2025-01-29T12:00Z,51.4552,-2.5967
Southampton,7.51,light rain,93,1.34,2025-01-29 12:57:05,12,National,147,133,moderate,,2025-01-29T12:00Z,50.904,-1.4043
London,8.1,overcast clouds,83,1.03,2025-01-29 12:50:39,13,National,147,133,moderate,,2025-01-29T12:00Z,51.5085,-0.1257
Brighton,8.31,scattered clouds,87,1.54,2025-01-29 12:55:29,14,National,147,133,moderate,,2025-01-29T12:00Z,50.8284,-0.1395
Leeds,8.63,overcast clouds,69,3.13,2025-01-29 12:57:09,15,National,147,133,moderate,,2025-01-29T12:00Z,53.7964,-1.5477
Glasgow,7.17,few clouds,69,4.63,2025-01-29 12:54:44,16,National,147,133,moderate,,2025-01-29T12:00Z,55.8652,-4.2576
Swansea,7.11,overcast clouds,90,1.34,2025-01-29 12:57:11,17,National,147,133,moderate,,2025-01-29T12:00Z,51.6208,-3.9432
Inverness,5.98,scattered clouds,80,5.66,2025-01-29 12:56:50,1,National,147,133,moderate,,2025-01-29T12:00Z,57.4791,-4.224
Edinburgh,6.33,few clouds,68,3.09,2025-01-29 12:55:38,2,National,147,133,moderate,,2025-01-29T12:00Z,55.9521,-3.1965
Manchester,7.93,few clouds,69,6.17,2025-01-29 12:55:57,3,National,147,133,moderate,,2025-01-29T12:00Z,53.4809,-2.2374
Newcastle upon Tyne,7.12,light rain,70,4.12,2025-01-29 12:53:23,4,National,147,133,moderate,,2025-01-29T12:00Z,54.9733,-1.614
Sheffield,7.21,overcast clouds,74,0.89,2025-01-29 12:56:21,5,National,147,133,moderate,,2025-01-29T12:00Z,53.383,-1.4659
Liverpool,7.47,scattered clouds,77,6.17,2025-01-29 12:56:57,6,National,147,133,moderate,,2025-01-29T12:00Z,53.4106,-2.9779
Cardiff,7.33,overcast clouds,92,3.09,2025-01-29 12:56:59,7,National,147,133,moderate,,2025-01-29T12:00Z,51.48,-3.18
Birmingham,5.09,overcast clouds,96,1.12,2025-01-29 12:44:44,8,National,147,133,moderate,,2025-01-29T12:00Z,52.4814,-1.8998
Nottingham,8.76,broken clouds,69,5.14,2025-01-29 12:53:44,9,National,147,133,moderate,,2025-01-29T12:00Z,52.9536,-1.1505
Cambridge,-1.23,overcast clouds,88,8.23,2025-01-29 12:57:03,10,National,147,133,moderate,,2025-01-29T12:00Z,52.2,0.1167
Bristol,2.26,broken clouds,76,5.32,2025-01-29 12:57:04,11,National,147,133,moderate,,2025-01-29T12:00Z,51.4552,-2.5967
Southampton,7.51,light rain,93,1.34,2025-01-29 12:57:05,12,National,147,133,moderate,,2025-01-29T12:00Z,50.904,-1.4043
London,8.1,overcast clouds,83,1.03,2025-01-29 12:50:39,13,National,147,133,moderate,,2025-01-29T12:00Z,51.5085,-0.1257
Brighton,8.31,scattered clouds,87,1.54,2025-01-29 12:55:29,14,National,147,133,moderate,,2025-01-29T12:00Z,50.8284,-0.1395
Leeds,8.63,overcast clouds,69,3.13,2025-01-29 12:57:09,15,National,147,133,moderate,,2025-01-29T12:00Z,53.7964,-1.5477
Glasgow,7.17,few clouds,69,4.63,2025-01-29 12:54:44,16,National,147,133,moderate,,2025-01-29T12:00Z,55.8652,-4.2576
Swansea,7.11,overcast clouds,90,1.34,2025-01-29 12:57:11,17,National,147,133,moderate,,2025-01-29T12:00Z,51.6208,-3.9432
Inverness,6.67,scattered clouds,82,4.12,2025-01-29 13:34:34,1,National,150,144,moderate,,2025-01-29T13:00Z,57.4791,-4.224
Edinburgh,7.25,few clouds,66,4.12,2025-01-29 13:34:35,2,National,150,144,moderate,,2025-01-29T13:00Z,55.9521,-3.1965
Manchester,7.64,few clouds,65,4.63,2025-01-29 13:22:01,3,National,150,144,moderate,,2025-01-29T13:00Z,53.4809,-2.2374
Newcastle upon Tyne,6.12,moderate rain,75,5.14,2025-01-29 13:31:57,4,National,150,144,moderate,,2025-01-29T13:00Z,54.9733,-1.614
Sheffield,7.24,overcast clouds,74,0.45,2025-01-29 13:34:39,5,National,150,144,moderate,,2025-01-29T13:00Z,53.383,-1.4659
Liverpool,7.36,few clouds,74,6.69,2025-01-29 13:34:40,6,National,150,144,moderate,,2025-01-29T13:00Z,53.4106,-2.9779
Cardiff,7.52,overcast clouds,87,3.6,2025-01-29 13:32:24,7,National,150,144,moderate,,2025-01-29T13:00Z,51.48,-3.18
Birmingham,3.69,broken clouds,95,0.0,2025-01-29 13:26:56,8,National,150,144,moderate,,2025-01-29T13:00Z,52.4814,-1.8998
Nottingham,9.01,overcast clouds,66,6.17,2025-01-29 13:31:31,9,National,150,144,moderate,,2025-01-29T13:00Z,52.9536,-1.1505
Cambridge,-1.84,overcast clouds,88,6.17,2025-01-29 13:29:47,10,National,150,144,moderate,,2025-01-29T13:00Z,52.2,0.1167
Bristol,1.99,scattered clouds,74,2.06,2025-01-29 13:34:46,11,National,150,144,moderate,,2025-01-29T13:00Z,51.4552,-2.5967
Southampton,7.69,light rain,93,1.03,2025-01-29 13:34:48,12,National,150,144,moderate,,2025-01-29T13:00Z,50.904,-1.4043
London,8.23,overcast clouds,82,0.45,2025-01-29 13:30:57,13,National,150,144,moderate,,2025-01-29T13:00Z,51.5085,-0.1257
Brighton,8.29,few clouds,87,1.54,2025-01-29 13:30:29,14,National,150,144,moderate,,2025-01-29T13:00Z,50.8284,-0.1395
Leeds,8.17,few clouds,73,6.17,2025-01-29 13:31:40,15,National,150,144,moderate,,2025-01-29T13:00Z,53.7964,-1.5477
Glasgow,7.74,scattered clouds,67,4.63,2025-01-29 13:33:27,16,National,150,144,moderate,,2025-01-29T13:00Z,55.8652,-4.2576
Swansea,7.67,overcast clouds,86,1.79,2025-01-29 13:34:54,17,National,150,144,moderate,,2025-01-29T13:00Z,51.6208,-3.9432
Inverness,5.62,moderate rain,84,4.12,2025-01-29 13:53:20,1,National,154,144,moderate,,2025-01-29T13:00Z,57.4791,-4.224
Edinburgh,7.48,few clouds,66,4.12,2025-01-29 13:45:29,2,National,154,144,moderate,,2025-01-29T13:00Z,55.9521,-3.1965
Manchester,7.55,few clouds,65,4.12,2025-01-29 13:45:29,3,National,154,144,moderate,,2025-01-29T13:00Z,53.4809,-2.2374
Newcastle upon Tyne,6.12,broken clouds,75,5.14,2025-01-29 13:53:25,4,National,154,144,moderate,,2025-01-29T13:00Z,54.9733,-1.614
Sheffield,7.76,overcast clouds,74,0.45,2025-01-29 13:53:26,5,National,154,144,moderate,,2025-01-29T13:00Z,53.383,-1.4659
Liverpool,7.36,few clouds,73,6.69,2025-01-29 13:53:27,6,National,154,144,moderate,,2025-01-29T13:00Z,53.4106,-2.9779
Cardiff,7.52,overcast clouds,85,3.6,2025-01-29 13:53:29,7,National,154,144,moderate,,2025-01-29T13:00Z,51.48,-3.18
Birmingham,6.7,overcast clouds,94,0.45,2025-01-29 13:45:36,8,National,154,144,moderate,,2025-01-29T13:00Z,52.4814,-1.8998
Nottingham,8.8,broken clouds,66,4.12,2025-01-29 13:53:32,9,National,154,144,moderate,,2025-01-29T13:00Z,52.9536,-1.1505
Cambridge,-1.91,broken clouds,84,10.29,2025-01-29 13:51:32,10,National,154,144,moderate,,2025-01-29T13:00Z,52.2,0.1167
Bristol,2.18,scattered clouds,72,2.24,2025-01-29 13:52:14,11,National,154,144,moderate,,2025-01-29T13:00Z,51.4552,-2.5967
Southampton,7.68,light rain,93,1.03,2025-01-29 13:53:36,12,National,154,144,moderate,,2025-01-29T13:00Z,50.904,-1.4043
London,8.31,overcast clouds,81,0.45,2025-01-29 13:51:52,13,National,154,144,moderate,,2025-01-29T13:00Z,51.5085,-0.1257
Brighton,8.28,few clouds,87,2.57,2025-01-29 13:53:27,14,National,154,144,moderate,,2025-01-29T13:00Z,50.8284,-0.1395
Leeds,8.45,few clouds,72,5.14,2025-01-29 13:53:40,15,National,154,144,moderate,,2025-01-29T13:00Z,53.7964,-1.5477
Glasgow,7.68,scattered clouds,67,4.63,2025-01-29 13:53:41,16,National,154,144,moderate,,2025-01-29T13:00Z,55.8652,-4.2576
Swansea,8.08,overcast clouds,84,1.34,2025-01-29 13:53:43,17,National,154,144,moderate,,2025-01-29T13:00Z,51.6208,-3.9432
Inverness,2.4,light rain,90,5.66,2025-01-30 00:31:17,1,National,81,66,low,,2025-01-30T00:00Z,57.4791,-4.224
Edinburgh,1.68,clear sky,83,3.09,2025-01-30 00:26:52,2,National,81,66,low,,2025-01-30T00:00Z,55.9521,-3.1965
Manchester,0.7,overcast clouds,87,0.51,2025-01-30 00:29:35,3,National,81,66,low,,2025-01-30T00:00Z,53.4809,-2.2374
Newcastle upon Tyne,0.12,clear sky,93,3.09,2025-01-30 00:31:22,4,National,81,66,low,,2025-01-30T00:00Z,54.9733,-1.614
Sheffield,3.84,overcast clouds,79,2.52,2025-01-30 00:27:21,5,National,81,66,low,,2025-01-30T00:00Z,53.383,-1.4659
Liverpool,4.13,clear sky,83,4.63,2025-01-30 00:30:42,6,National,81,66,low,,2025-01-30T00:00Z,53.4106,-2.9779
Cardiff,3.88,few clouds,84,5.66,2025-01-30 00:31:26,7,National,81,66,low,,2025-01-30T00:00Z,51.48,-3.18
Birmingham,12.14,overcast clouds,70,0.85,2025-01-30 00:30:29,8,National,81,66,low,,2025-01-30T00:00Z,52.4814,-1.8998
Nottingham,3.11,clear sky,82,2.57,2025-01-30 00:31:29,9,National,81,66,low,,2025-01-30T00:00Z,52.9536,-1.1505
Cambridge,-7.59,broken clouds,78,5.14,2025-01-30 00:32:26,10,National,81,66,low,,2025-01-30T00:00Z,52.2,0.1167
Bristol,1.41,scattered clouds,46,6.17,2025-01-30 00:31:32,11,National,81,66,low,,2025-01-30T00:00Z,51.4552,-2.5967
Southampton,5.53,overcast clouds,88,1.34,2025-01-30 00:31:33,12,National,81,66,low,,2025-01-30T00:00Z,50.904,-1.4043
London,6.06,broken clouds,84,3.13,2025-01-30 00:21:24,13,National,81,66,low,,2025-01-30T00:00Z,51.5085,-0.1257
Brighton,5.47,overcast clouds,94,1.34,2025-01-30 00:31:36,14,National,81,66,low,,2025-01-30T00:00Z,50.8284,-0.1395
Leeds,2.77,overcast clouds,75,2.43,2025-01-30 00:30:22,15,National,81,66,low,,2025-01-30T00:00Z,53.7964,-1.5477
Glasgow,2.28,clear sky,84,1.79,2025-01-30 00:31:39,16,National,81,66,low,,2025-01-30T00:00Z,55.8652,-4.2576
Swansea,3.83,clear sky,81,1.34,2025-01-30 00:31:40,17,National,81,66,low,,2025-01-30T00:00Z,51.6208,-3.9432
Inverness,2.77,heavy intensity rain,92,5.14,2025-01-30 01:47:45,1,National,84,68,low,,2025-01-30T01:00Z,57.4791,-4.224
Edinburgh,1.93,clear sky,81,1.34,2025-01-30 01:45:01,2,National,84,68,low,,2025-01-30T01:00Z,55.9521,-3.1965
Manchester,0.04,scattered clouds,89,1.03,2025-01-30 01:42:05,3,National,84,68,low,,2025-01-30T01:00Z,53.4809,-2.2374
Newcastle upon Tyne,0.12,clear sky,86,4.12,2025-01-30 01:47:49,4,National,84,68,low,,2025-01-30T01:00Z,54.9733,-1.614
Sheffield,3.81,overcast clouds,78,2.38,2025-01-30 01:47:51,5,National,84,68,low,,2025-01-30T01:00Z,53.383,-1.4659
Liverpool,4.17,clear sky,83,4.63,2025-01-30 01:43:55,6,National,84,68,low,,2025-01-30T01:00Z,53.4106,-2.9779
Cardiff,3.86,few clouds,82,2.57,2025-01-30 01:47:54,7,National,84,68,low,,2025-01-30T01:00Z,51.48,-3.18
Birmingham,10.09,overcast clouds,77,1.0,2025-01-30 01:45:03,8,National,84,68,low,,2025-01-30T01:00Z,52.4814,-1.8998
Nottingham,2.53,overcast clouds,80,2.65,2025-01-30 01:47:56,9,National,84,68,low,,2025-01-30T01:00Z,52.9536,-1.1505
Cambridge,-7.66,few clouds,79,5.14,2025-01-30 01:47:11,10,National,84,68,low,,2025-01-30T01:00Z,52.2,0.1167
Bristol,0.17,clear sky,49,3.6,2025-01-30 01:47:59,11,National,84,68,low,,2025-01-30T01:00Z,51.4552,-2.5967
Southampton,5.78,overcast clouds,88,1.34,2025-01-30 01:48:01,12,National,84,68,low,,2025-01-30T01:00Z,50.904,-1.4043
London,5.89,scattered clouds,84,4.12,2025-01-30 01:45:13,13,National,84,68,low,,2025-01-30T01:00Z,51.5085,-0.1257
Brighton,5.1,overcast clouds,91,1.79,2025-01-30 01:46:50,14,National,84,68,low,,2025-01-30T01:00Z,50.8284,-0.1395
Leeds,2.57,broken clouds,73,3.07,2025-01-30 01:48:04,15,National,84,68,low,,2025-01-30T01:00Z,53.7964,-1.5477
Glasgow,2.36,clear sky,81,1.54,2025-01-30 01:48:06,16,National,84,68,low,,2025-01-30T01:00Z,55.8652,-4.2576
Swansea,3.25,clear sky,81,0.45,2025-01-30 01:48:07,17,National,84,68,low,,2025-01-30T01:00Z,51.6208,-3.9432
Inverness,1.7,scattered clouds,94,4.12,2025-01-30 04:58:36,1,National,78,73,low,,2025-01-30T04:30Z,57.4791,-4.224
Edinburgh,1.84,clear sky,84,4.12,2025-01-30 04:58:38,2,National,78,73,low,,2025-01-30T04:30Z,55.9521,-3.1965
Manchester,-1.2,clear sky,88,0.51,2025-01-30 04:58:40,3,National,78,73,low,,2025-01-30T04:30Z,53.4809,-2.2374
Newcastle upon Tyne,1.12,clear sky,80,4.63,2025-01-30 04:57:21,4,National,78,73,low,,2025-01-30T04:30Z,54.9733,-1.614
Sheffield,3.23,scattered clouds,76,2.45,2025-01-30 04:57:02,5,National,78,73,low,,2025-01-30T04:30Z,53.383,-1.4659
Liverpool,3.52,clear sky,85,3.09,2025-01-30 04:53:47,6,National,78,73,low,,2025-01-30T04:30Z,53.4106,-2.9779
Cardiff,1.91,scattered clouds,85,3.09,2025-01-30 04:58:48,7,National,78,73,low,,2025-01-30T04:30Z,51.48,-3.18
Birmingham,7.6,overcast clouds,86,0.3,2025-01-30 05:00:17,8,National,78,73,low,,2025-01-30T04:30Z,52.4814,-1.8998
Nottingham,-0.14,broken clouds,84,2.59,2025-01-30 04:58:52,9,National,78,73,low,,2025-01-30T04:30Z,52.9536,-1.1505
Cambridge,-6.79,broken clouds,68,5.14,2025-01-30 04:58:28,10,National,78,73,low,,2025-01-30T04:30Z,52.2,0.1167
Bristol,-2.55,clear sky,42,6.26,2025-01-30 04:58:56,11,National,78,73,low,,2025-01-30T04:30Z,51.4552,-2.5967
Southampton,3.18,broken clouds,91,0.89,2025-01-30 04:57:08,12,National,78,73,low,,2025-01-30T04:30Z,50.904,-1.4043
London,3.88,overcast clouds,83,4.12,2025-01-30 04:58:11,13,National,78,73,low,,2025-01-30T04:30Z,51.5085,-0.1257
Brighton,4.49,overcast clouds,88,0.89,2025-01-30 04:55:29,14,National,78,73,low,,2025-01-30T04:30Z,50.8284,-0.1395
Leeds,2.14,few clouds,69,3.39,2025-01-30 04:59:04,15,National,78,73,low,,2025-01-30T04:30Z,53.7964,-1.5477
Glasgow,2.74,clear sky,83,3.6,2025-01-30 04:59:06,16,National,78,73,low,,2025-01-30T04:30Z,55.8652,-4.2576
Swansea,3.92,few clouds,88,1.34,2025-01-30 04:59:08,17,National,78,73,low,,2025-01-30T04:30Z,51.6208,-3.9432
Inverness,-0.09,overcast clouds,94,0.0,2025-01-31 03:41:23,1,National,172,162,moderate,,2025-01-31T03:00Z,57.4791,-4.224
Edinburgh,3.05,broken clouds,89,1.03,2025-01-31 03:32:01,2,National,172,162,moderate,,2025-01-31T03:00Z,55.9521,-3.1965
Manchester,3.84,drizzle rain,89,2.57,2025-01-31 03:40:46,3,National,172,162,moderate,,2025-01-31T03:00Z,53.4809,-2.2374
Newcastle upon Tyne,3.12,overcast clouds,87,1.03,2025-01-31 03:37:15,4,National,172,162,moderate,,2025-01-31T03:00Z,54.9733,-1.614
Sheffield,3.32,moderate rain,90,4.93,2025-01-31 03:41:28,5,National,172,162,moderate,,2025-01-31T03:00Z,53.383,-1.4659
Liverpool,4.28,overcast clouds,93,4.12,2025-01-31 03:30:23,6,National,172,162,moderate,,2025-01-31T03:00Z,53.4106,-2.9779
Cardiff,6.02,moderate rain,95,4.12,2025-01-31 03:41:32,7,National,172,162,moderate,,2025-01-31T03:00Z,51.48,-3.18
Birmingham,18.77,overcast clouds,73,6.69,2025-01-31 03:31:25,8,National,172,162,moderate,,2025-01-31T03:00Z,52.4814,-1.8998
Nottingham,3.95,moderate rain,90,5.66,2025-01-31 03:41:34,9,National,172,162,moderate,,2025-01-31T03:00Z,52.9536,-1.1505
Cambridge,-1.43,clear sky,83,4.12,2025-01-31 03:40:06,10,National,172,162,moderate,,2025-01-31T03:00Z,52.2,0.1167
Bristol,-5.07,overcast clouds,62,0.45,2025-01-31 03:41:37,11,National,172,162,moderate,,2025-01-31T03:00Z,51.4552,-2.5967
Southampton,4.44,moderate rain,97,0.45,2025-01-31 03:41:38,12,National,172,162,moderate,,2025-01-31T03:00Z,50.904,-1.4043
London,4.04,moderate rain,87,2.06,2025-01-31 03:30:02,13,National,172,162,moderate,,2025-01-31T03:00Z,51.5085,-0.1257
Brighton,4.6,moderate rain,90,6.01,2025-01-31 03:37:00,14,National,172,162,moderate,,2025-01-31T03:00Z,50.8284,-0.1395
Leeds,3.68,moderate rain,89,0.45,2025-01-31 03:41:42,15,National,172,162,moderate,,2025-01-31T03:00Z,53.7964,-1.5477
Glasgow,3.13,overcast clouds,94,2.57,2025-01-31 03:38:45,16,National,172,162,moderate,,2025-01-31T03:00Z,55.8652,-4.2576
Swansea,8.36,overcast clouds,96,3.13,2025-01-31 03:38:34,17,National,172,162,moderate,,2025-01-31T03:00Z,51.6208,-3.9432
Inverness,2.76,broken clouds,94,0.0,2025-01-31 20:11:22,1,National,272,281,very high,,2025-01-31T19:30Z,57.4791,-4.224
Edinburgh,3.4,overcast clouds,94,1.03,2025-01-31 20:08:39,2,National,272,281,very high,,2025-01-31T19:30Z,55.9521,-3.1965
Manchester,6.27,broken clouds,81,1.03,2025-01-31 20:06:01,3,National,272,281,very high,,2025-01-31T19:30Z,53.4809,-2.2374
Newcastle upon Tyne,4.12,broken clouds,93,0.51,2025-01-31 20:11:26,4,National,272,281,very high,,2025-01-31T19:30Z,54.9733,-1.614
Sheffield,4.46,overcast clouds,89,0.89,2025-01-31 20:09:32,5,National,272,281,very high,,2025-01-31T19:30Z,53.383,-1.4659
Liverpool,4.28,scattered clouds,91,2.06,2025-01-31 20:11:29,6,National,272,281,very high,,2025-01-31T19:30Z,53.4106,-2.9779
Cardiff,5.13,overcast clouds,83,0.51,2025-01-31 20:07:10,7,National,272,281,very high,,2025-01-31T19:30Z,51.48,-3.18
Birmingham,13.04,overcast clouds,94,1.34,2025-01-31 20:10:00,8,National,272,281,very high,,2025-01-31T19:30Z,52.4814,-1.8998
Nottingham,5.06,broken clouds,83,3.09,2025-01-31 20:07:38,9,National,272,281,very high,,2025-01-31T19:30Z,52.9536,-1.1505
Cambridge,0.81,snow,92,2.57,2025-01-31 20:07:42,10,National,272,281,very high,,2025-01-31T19:30Z,52.2,0.1167
Bristol,5.34,mist,86,1.79,2025-01-31 20:06:58,11,National,272,281,very high,,2025-01-31T19:30Z,51.4552,-2.5967
Southampton,7.34,broken clouds,91,2.06,2025-01-31 20:08:13,12,National,272,281,very high,,2025-01-31T19:30Z,50.904,-1.4043
London,6.68,overcast clouds,91,2.06,2025-01-31 20:02:44,13,National,272,281,very high,,2025-01-31T19:30Z,51.5085,-0.1257
Brighton,5.92,broken clouds,94,2.57,2025-01-31 20:09:00,14,National,272,281,very high,,2025-01-31T19:30Z,50.8284,-0.1395
Leeds,4.19,overcast clouds,91,1.54,2025-01-31 20:11:40,15,National,272,281,very high,,2025-01-31T19:30Z,53.7964,-1.5477
Glasgow,4.02,few clouds,93,0.82,2025-01-31 20:11:25,16,National,272,281,very high,,2025-01-31T19:30Z,55.8652,-4.2576
Swansea,4.53,clear sky,89,2.86,2025-01-31 20:11:43,17,National,272,281,very high,,2025-01-31T19:30Z,51.6208,-3.9432
Inverness,1.33,fog,97,0.0,2025-01-31 21:32:33,1,National,270,274,very high,,2025-01-31T21:00Z,57.4791,-4.224
Edinburgh,2.89,overcast clouds,89,0.51,2025-01-31 21:32:29,2,National,270,274,very high,,2025-01-31T21:00Z,55.9521,-3.1965
Manchester,6.07,overcast clouds,82,1.54,2025-01-31 21:30:01,3,National,270,274,very high,,2025-01-31T21:00Z,53.4809,-2.2374
Newcastle upon Tyne,4.12,broken clouds,93,1.54,2025-01-31 21:34:29,4,National,270,274,very high,,2025-01-31T21:00Z,54.9733,-1.614
Sheffield,4.43,overcast clouds,89,0.47,2025-01-31 21:31:18,5,National,270,274,very high,,2025-01-31T21:00Z,53.383,-1.4659
Liverpool,4.43,broken clouds,92,0.51,2025-01-31 21:24:42,6,National,270,274,very high,,2025-01-31T21:00Z,53.4106,-2.9779
Cardiff,3.83,clear sky,87,1.54,2025-01-31 21:24:42,7,National,270,274,very high,,2025-01-31T21:00Z,51.48,-3.18
Birmingham,14.01,broken clouds,87,4.02,2025-01-31 21:21:55,8,National,270,274,very high,,2025-01-31T21:00Z,52.4814,-1.8998
Nottingham,4.8,broken clouds,84,1.03,2025-01-31 21:34:36,9,National,270,274,very high,,2025-01-31T21:00Z,52.9536,-1.1505
Cambridge,0.81,moderate rain,92,3.6,2025-01-31 21:34:38,10,National,270,274,very high,,2025-01-31T21:00Z,52.2,0.1167
Bristol,4.79,light rain,82,0.45,2025-01-31 21:24:42,11,National,270,274,very high,,2025-01-31T21:00Z,51.4552,-2.5967
Southampton,6.99,broken clouds,93,1.54,2025-01-31 21:29:48,12,National,270,274,very high,,2025-01-31T21:00Z,50.904,-1.4043
London,6.41,overcast clouds,92,2.06,2025-01-31 21:25:10,13,National,270,274,very high,,2025-01-31T21:00Z,51.5085,-0.1257
Brighton,5.25,broken clouds,95,0.89,2025-01-31 21:34:43,14,National,270,274,very high,,2025-01-31T21:00Z,50.8284,-0.1395
Leeds,4.18,overcast clouds,88,0.51,2025-01-31 21:30:29,15,National,270,274,very high,,2025-01-31T21:00Z,53.7964,-1.5477
Glasgow,2.92,fog,96,0.51,2025-01-31 21:31:07,16,National,270,274,very high,,2025-01-31T21:00Z,55.8652,-4.2576
Swansea,4.19,clear sky,91,0.45,2025-01-31 21:34:46,17,National,270,274,very high,,2025-01-31T21:00Z,51.6208,-3.9432
Inverness,-0.46,fog,97,0.0,2025-01-31 22:34:48,1,National,259,267,very high,,2025-01-31T22:00Z,57.4791,-4.224
Edinburgh,3.57,overcast clouds,89,0.51,2025-01-31 22:30:00,2,National,259,267,very high,,2025-01-31T22:00Z,55.9521,-3.1965
Manchester,5.75,overcast clouds,84,1.03,2025-01-31 22:34:51,3,National,259,267,very high,,2025-01-31T22:00Z,53.4809,-2.2374
Newcastle upon Tyne,4.12,broken clouds,87,0.0,2025-01-31 22:32:47,4,National,259,267,very high,,2025-01-31T22:00Z,54.9733,-1.614
Sheffield,4.43,overcast clouds,89,0.3,2025-01-31 22:33:18,5,National,259,267,very high,,2025-01-31T22:00Z,53.383,-1.4659
Liverpool,4.9,broken clouds,92,1.03,2025-01-31 22:30:27,6,National,259,267,very high,,2025-01-31T22:00Z,53.4106,-2.9779
Cardiff,3.22,clear sky,89,1.54,2025-01-31 22:34:21,7,National,259,267,very high,,2025-01-31T22:00Z,51.48,-3.18
Birmingham,13.67,clear sky,88,3.6,2025-01-31 22:32:05,8,National,259,267,very high,,2025-01-31T22:00Z,52.4814,-1.8998
Nottingham,4.83,broken clouds,84,0.51,2025-01-31 22:31:45,9,National,259,267,very high,,2025-01-31T22:00Z,52.9536,-1.1505
Cambridge,0.65,haze,90,2.57,2025-01-31 22:30:50,10,National,259,267,very high,,2025-01-31T22:00Z,52.2,0.1167
Bristol,4.47,moderate rain,82,0.45,2025-01-31 22:29:36,11,National,259,267,very high,,2025-01-31T22:00Z,51.4552,-2.5967
Southampton,6.78,broken clouds,94,0.51,2025-01-31 22:35:04,12,National,259,267,very high,,2025-01-31T22:00Z,50.904,-1.4043
